variant,model,run,condition,use_tactile_history,history_steps,epoch,checkpoint,manifest_ok,prediction_raw_mae,prediction_raw_accuracy,prediction_active_taxel_accuracy,prediction_active_taxel_mae,prediction_profile_accuracy,prediction_line_accuracy,prediction_peak_accuracy,prediction_peak_mae,pca_total_explained_variance,pca_raw_pred_gap,pca_centroid_raw_pred_gap,pca_raw_combo_centroid_spread,latent_pca_total_explained_variance,latent_combo_centroid_spread,latent_combo_within_spread,latent_combo_nearest_centroid_distance,latent_combo_separation_ratio,latent_combo_nearest_separation_ratio,best_active_acc,best_active_epoch,best_raw_acc,best_raw_epoch,best_raw_mae,best_mae_epoch,index_raw_mae,index_raw_accuracy,index_active_taxel_accuracy,index_active_taxel_mae,index_profile_accuracy,index_peak_accuracy,thumb_raw_mae,thumb_raw_accuracy,thumb_active_taxel_accuracy,thumb_active_taxel_mae,thumb_profile_accuracy,thumb_peak_accuracy,middle_raw_mae,middle_raw_accuracy,middle_active_taxel_accuracy,middle_active_taxel_mae,middle_profile_accuracy,middle_peak_accuracy,ring_raw_mae,ring_raw_accuracy,ring_active_taxel_accuracy,ring_active_taxel_mae,ring_profile_accuracy,ring_peak_accuracy,zero_baseline_raw_accuracy,zero_baseline_active_taxel_accuracy,train_mean_baseline_raw_accuracy,train_mean_baseline_active_taxel_accuracy,previous_timestep_baseline_raw_accuracy,previous_timestep_baseline_active_taxel_accuracy
selftouch_contrastive_fcn,Contrastive FCN,fine-field-9,history-2step,True,2,500.0,model_weight/selftouch_contrastive_fcn/fine-field-9/epoch499.pth,True,47.60072040557861,96.99748501854532,88.6991180261608,92.6424036026001,97.20168478786945,97.20168478786945,80.27980505783059,129.03322982788086,0.5602519512176514,22.319669723510742,22.29174041748047,3.0842324415842692,0.6119758486747742,8.663242435455322,1.2985551569338554,3.8637989362080893,6.671447407679582,2.97546000689819,88.6991180261608,500.0,96.99748501854532,500.0,47.60072040557861,500.0,53.92311096191406,96.36091617933722,86.5023046836878,110.83555603027344,96.64884924888611,73.26179111452318,49.01744842529297,97.71892694699712,88.55201359048665,99.72045135498047,98.79104574521382,84.7968632809309,58.77079772949219,95.32672983920625,83.81489182210292,112.3392333984375,98.41138035058975,71.49874753386092,28.691524505615234,98.58336710864069,95.92726200836586,47.674373626708984,94.95546380678813,91.56181830200735,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_contrastive_fcn,Contrastive FCN,light-serenity-10,history-2step,True,2,500.0,model_weight/selftouch_contrastive_fcn/light-serenity-10/epoch499.pth,True,46.85756254196167,97.00857074947693,88.5695796177969,91.68861293792725,93.05028373996417,93.05028373996417,80.2023546921523,128.79900741577148,0.5628880858421326,22.291667938232422,22.264917373657227,3.134600631395976,0.6895669102668762,9.292466513315837,1.394371398155302,5.251525402069092,6.664269308456413,3.7662314423665397,88.5695796177969,500.0,97.00857074947693,500.0,46.85756254196167,500.0,52.563697814941406,96.24235588972431,86.1506902790394,106.89368438720703,98.7864762544632,72.6114578813267,47.68598175048828,97.96283300844705,88.64283890165773,99.4622573852539,88.2612673441569,84.87966256506984,59.396236419677734,95.22879797989884,83.56875661313723,111.77347564697266,92.6142112414042,71.68872337123983,27.784334182739258,98.60029611983755,95.91603267735324,48.62503433227539,92.53918011983235,91.62957495097284,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_fcn,FCN,balmy-spaceship-8,history-2step,True,2,500.0,model_weight/selftouch_fcn/balmy-spaceship-8/epoch499.pth,True,47.04261827468872,96.96887732346644,88.51134553377946,92.42913055419922,94.85972598195076,94.85972598195076,79.90894642945949,130.4012451171875,0.5653384923934937,22.3207950592041,22.29356575012207,3.1239476362864176,0.2962930500507355,8.230101458231609,1.7787848632795074,4.956562598546346,4.62681104844683,2.786487956395153,88.51134553377946,500.0,96.96887732346644,500.0,47.04261827468872,500.0,53.34239959716797,96.16134781397939,85.78922278859218,110.09169006347656,96.43461267153423,72.03678360425916,48.73881912231445,97.8185092360531,88.62218669153815,99.64196014404297,98.53314797083537,84.90156910212902,58.696834564208984,95.31421515275574,83.8313562208616,111.7901611328125,97.22088674704233,71.75589102436213,27.392419815063477,98.58143709107753,95.80261643412594,48.192710876464844,87.25025653839111,90.94154198708767,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_fcn,FCN,ancient-resonance-6,history-2step,True,2,500.0,model_weight/selftouch_fcn/ancient-resonance-6/epoch499.pth,True,47.302072048187256,96.91997603672289,88.43870049190696,92.25078964233398,97.78412555654845,97.78412555654845,80.0308899747889,129.61756706237793,0.5629357099533081,22.359909057617188,22.332534790039062,3.1205322186152142,0.2974627614021301,8.135499922434489,1.7649314620368108,4.457982619603475,4.609527393797918,2.525867273315396,88.43870049190696,500.0,96.91997603672289,500.0,47.302072048187256,500.0,53.36117172241211,96.07840434419381,85.66760755816136,108.74918365478516,97.67664551734924,72.66096999232285,49.392723083496094,97.73901420217209,88.37968977271466,101.27803802490234,98.82941683133443,84.66096849171636,59.00666427612305,95.24680448354175,83.81519392116272,110.75155639648438,96.77042345205943,71.54773780230987,27.447729110717773,98.61568111698388,95.89231071558912,48.22438049316406,97.86001642545065,91.25388361280655,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_fcn,FCN,vivid-plant-9,history-2step,True,2,500.0,model_weight/selftouch_fcn/vivid-plant-9/epoch499.pth,True,47.50637674331665,96.8795710407719,88.41596436252463,92.88506126403809,92.68923689921698,92.68923689921698,79.98909803023562,130.01061248779297,0.5612333416938782,22.269609451293945,22.241968154907227,3.1228530406951904,0.2930546998977661,8.297126420338948,1.7436373582809075,4.643516381581624,4.758516087610831,2.6631204932198598,88.41596436252463,500.0,96.8795710407719,500.0,47.50637674331665,500.0,54.293575286865234,96.14665831244778,86.04962577041746,110.345703125,94.34014558792114,72.63649209475172,49.32978820800781,97.66198830409357,88.55245772403761,99.85082244873047,91.58671379089355,85.00478973437396,59.04193878173828,95.15555156150668,83.28961708188923,113.38005828857422,93.73268087704977,71.07224402030546,27.360204696655273,98.5540859850396,95.77215687375424,47.963661193847656,91.09740734100342,91.24286627151136,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_fcn,FCN,rose-moon-10,history-2step,True,2,500.0,model_weight/selftouch_fcn/rose-moon-10/epoch499.pth,True,47.10365581512451,96.9739302200722,88.40517809305312,92.43263244628906,91.0258455077807,91.0258455077807,79.65763729488805,130.61604499816895,0.5656470060348511,22.412700653076172,22.38573455810547,3.1073398113250734,0.29864707589149475,8.395779132843018,1.7522257387737104,5.069294969240825,4.791494010765289,2.8930604413952707,88.40517809305312,500.0,96.9739302200722,500.0,47.10365581512451,500.0,53.59349822998047,96.18352826510721,85.85200102096736,108.2138671875,89.74552710851033,71.8954793773713,48.803314208984375,97.75265942634364,88.29663679868537,101.68133544921875,96.21248920758565,84.38583723814263,59.27307891845703,95.32491032805565,83.56263910717644,112.5443115234375,88.16667318344116,71.140520050542,26.744731903076172,98.63462286078232,95.90943544538334,47.291015625,89.9786925315857,91.20871251349625,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_contrastive_fcn,Contrastive FCN,zesty-sound-7,history-2step,True,2,500.0,model_weight/selftouch_contrastive_fcn/zesty-sound-7/epoch499.pth,True,47.80475091934204,96.90886826634366,88.316806914646,93.4334487915039,95.97407097617784,95.97407097617784,79.73434318696772,130.94170379638672,0.5609327554702759,22.36822509765625,22.340391159057617,3.101140793164571,0.5249521732330322,8.236227019627888,0.8175832154755279,5.192482550938924,10.073869991126813,6.351014126334332,88.316806914646,500.0,96.90886826634366,500.0,47.80475091934204,500.0,54.09695816040039,96.02847396268449,85.49456860375206,111.2702407836914,96.94125314553578,71.89909543042158,48.12291717529297,97.89807852965747,88.67415031700033,101.32376098632812,97.8402692079544,84.99439341170181,60.40361022949219,95.09241230566457,83.24437774768535,113.19136810302734,97.29838073253632,70.94699740639754,28.595518112182617,98.61650826736809,95.85413099014626,47.94842529296875,91.81638081868489,91.09688649934998,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_contrastive_fcn,Contrastive FCN,generous-sponge-8,history-2step,True,2,500.0,model_weight/selftouch_contrastive_fcn/generous-sponge-8/epoch499.pth,True,47.53772449493408,96.89214267107062,88.25965635084114,93.0039644241333,94.81528028845787,94.81528028845787,79.63775846089041,130.61338233947754,0.5657984018325806,22.381549835205078,22.353721618652344,3.124402372042338,0.5891993045806885,8.602324533462525,0.8721824231529701,4.70514456431071,9.862987724935822,5.394679415002938,88.25965635084114,500.0,96.89214267107062,500.0,47.53772449493408,500.0,52.98054885864258,96.1739209133946,85.73657915875292,109.23464965820312,96.21039748191833,72.20896336103786,49.31401062011719,97.66831894551193,88.2757625217903,101.64117431640625,97.78992076714833,84.48497360076635,60.124656677246094,95.17249298545167,83.18871599591864,113.59391021728516,94.919224580129,70.5905433264614,27.73168182373047,98.55383783992434,95.83756772690268,47.54612350463867,90.34157832463583,91.26655355529604,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_fcn,FCN,clear-planet-7,history-2step,True,2,500.0,model_weight/selftouch_fcn/clear-planet-7/epoch499.pth,True,47.381062030792236,96.90336782590714,88.11117336400338,93.81800174713135,91.87337284286818,91.87337284286818,79.73135439142877,131.90250968933105,0.5666468143463135,22.375017166137695,22.34674072265625,3.096049944559733,0.30915093421936035,8.196463525295258,1.8443735136938253,3.984581172466278,4.444036668516109,2.160398174709278,88.11117336400338,500.0,96.90336782590714,500.0,47.381062030792236,500.0,53.07291030883789,96.3026455026455,85.96714136644471,109.34127807617188,89.94073549906413,72.64483683256006,48.356201171875,97.77356353847581,88.31973174333521,101.0790023803711,96.84538702170055,84.50576624611065,59.99863052368164,95.01215411259446,82.46805868878434,114.7149429321289,96.44309838612874,70.81399215269003,28.096506118774414,98.52510814991274,95.68976165744925,50.136783599853516,84.26427046457925,90.96082233435428,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
selftouch_temporal_mixer,Temporal Mixer,earthy-resonance-9,history-2step,True,2,500.0,model_weight/selftouch_temporal_mixer/earthy-resonance-9/epoch499.pth,True,49.056798458099365,96.77672026129729,88.07045860028522,93.0222396850586,98.75343158841133,98.75343158841133,79.7119329777884,126.85739135742188,0.5601900815963745,22.25318717956543,22.225358963012695,3.1288047790527345,0.316679447889328,8.377550872166951,1.9446247559152172,4.073184132575989,4.3080552413435385,2.094586176683217,88.07045860028522,500.0,96.77672026129729,500.0,49.056798458099365,500.0,55.2395133972168,95.96832358674465,85.48828139662331,109.51766204833984,98.81739765405655,71.97141649142718,51.38164520263672,97.58293882855287,88.31529040782563,101.31527709960938,98.97176831960678,85.05899913116446,62.668663024902344,94.72239696186017,82.00343033482395,116.38427734375,98.34459294875462,69.85391589634457,26.9373722076416,98.83322166803147,96.474832261868,44.871742248535156,98.87996743122737,91.96340039221735,85.67421780394847,0.3777182563910174,87.11112744344076,18.734276389362535,98.52728917896566,93.25216413264273
